algoritmo_a,algoritmo_b,rango_a,rango_b,z,p_crudo,divisor_shaffer,p_ajustado,significativo
middleware,pso,1.2083333333333333,2.875,4.08248290463863,4.455709060402491e-05,3,0.00013367127181207472,True
pso,de,2.875,1.9166666666666667,2.347427670167212,0.018903543011121293,1,0.018903543011121293,True
middleware,de,1.2083333333333333,1.9166666666666667,1.735055234471418,0.08273102231510232,1,0.08273102231510232,False
