dim,max_fes,estadistico,p_valor,rechaza_h0,conclusion
10,5000,20.166666666666657,4.1769951802537935e-05,True,Se RECHAZA H0 (p=4.177e-05 < 0.05): hay diferencia significativa entre los 3 algoritmos
10,50000,15.872340425531906,0.00035757328895671346,True,Se RECHAZA H0 (p=0.0003576 < 0.05): hay diferencia significativa entre los 3 algoritmos
10,500000,20.166666666666657,4.1769951802537935e-05,True,Se RECHAZA H0 (p=4.177e-05 < 0.05): hay diferencia significativa entre los 3 algoritmos
10,5000000,14.936170212765958,0.0005710206945143401,True,Se RECHAZA H0 (p=0.000571 < 0.05): hay diferencia significativa entre los 3 algoritmos
20,5000,7.166666666666657,0.027782933954124386,True,Se RECHAZA H0 (p=0.02778 < 0.05): hay diferencia significativa entre los 3 algoritmos
20,50000,14.0,0.0009118819655545164,True,Se RECHAZA H0 (p=0.0009119 < 0.05): hay diferencia significativa entre los 3 algoritmos
20,500000,17.148936170212757,0.00018886688842073863,True,Se RECHAZA H0 (p=0.0001889 < 0.05): hay diferencia significativa entre los 3 algoritmos
20,5000000,17.148936170212757,0.00018886688842073863,True,Se RECHAZA H0 (p=0.0001889 < 0.05): hay diferencia significativa entre los 3 algoritmos
