algoritmo_a,algoritmo_b,rango_a,rango_b,z,p_crudo,divisor_shaffer,p_ajustado,significativo
middleware,pso,1.3333333333333333,2.8333333333333335,3.6742346141747677,0.00023856345402872847,3,0.0007156903620861854,True
pso,de,2.8333333333333335,1.8333333333333333,2.4494897427831788,0.01430587843542952,1,0.01430587843542952,True
middleware,de,1.3333333333333333,1.8333333333333333,1.224744871391589,0.22067136191984682,1,0.22067136191984682,False
