algoritmo_a,algoritmo_b,rango_a,rango_b,z,p_crudo,divisor_shaffer,p_ajustado,significativo
pso,de,2.5,1.4166666666666667,2.6536138880151094,0.0079634892065501,3,0.023890467619650302,True
middleware,de,2.0833333333333335,1.4166666666666667,1.6329931618554523,0.10247043485974938,1,0.10247043485974938,False
middleware,pso,2.0833333333333335,2.5,1.0206207261596572,0.3074341659273956,1,0.3074341659273956,False
