algoritmo,dim,max_fes,funcion,mean,median,std
pso,10,5000000,3,0.06429483848839534,0.05055482311797732,0.06774686205727229
pso,10,5000000,4,24.07843137254902,20.0,11.433010342433708
pso,10,5000000,5,0.3846803103931774,0.0,0.882691933144254
pso,10,5000000,6,1624652.0705348172,71556.04467327146,11107602.231071126
pso,10,5000000,7,67.07084347175957,47.51442482665243,54.67670522591378
pso,10,5000000,8,998.7751659737623,430.55628286024876,1271.3606434744645
pso,10,5000000,9,462.8018430934053,436.4449668777311,81.30433818539048
pso,10,5000000,10,0.0,0.0,0.0
pso,10,5000000,11,277.89901356908354,48.32954368172841,376.1450908401292
pso,10,5000000,12,165.8167104420122,169.87539310444117,26.02303860761969
pso,20,5000,1,16351.56114758634,13198.692832261193,9020.273315887373
pso,20,5000,2,433.60841477362186,383.17256424365837,279.8385911995409
pso,20,5000,3,0.42558487853331567,0.42736844229852977,0.15228367850198282
pso,20,5000,4,309.80018187713296,310.27558882760786,50.57198469660101
pso,20,5000,5,9.402492071864675,9.457746320629553,3.838387114269342
pso,20,5000,6,65269928.86623231,13603635.267865913,143201322.21936688
pso,20,5000,7,521.387627406736,467.04238759714735,450.9339357787574
pso,20,5000,8,5652.225204477463,5481.088015719745,3018.140824671432
pso,20,5000,9,774.7183546227905,730.5702030702068,285.3402001498846
pso,20,5000,10,681.6399082788652,504.50650640109325,726.6908041918781
pso,20,5000,11,1322.2641977956728,1694.2532912823517,899.0790175459861
pso,20,5000,12,337.1459653301745,324.9323635289288,67.68907291813218
pso,20,50000,1,12101.932703434892,10663.05223503415,9061.8102806777
pso,20,50000,2,474.51299115451434,401.1248955028191,391.16250391030974
pso,20,50000,3,0.491856979374053,0.45956364053483867,0.2034444645639926
pso,20,50000,4,211.75660020498117,214.49531010754743,55.74262032777579
pso,20,50000,5,7.640363934277777,7.896057895800936,3.089864169933743
pso,20,50000,6,63850931.041433305,11308786.658190673,172839021.0377514
pso,20,50000,7,332.58947022631713,123.11740264614991,444.8775832403875
pso,20,50000,8,4558.271178213157,4092.6557403221213,3010.7019539502485
pso,20,50000,9,734.0661517337941,736.9732979515957,228.68270381899316
pso,20,50000,10,38.64351032713242,0.0,176.84938769745239
pso,20,50000,11,1360.9815922364037,1694.2532912819443,921.9883759076044
pso,20,50000,12,336.2490529623498,311.2282121778635,84.80520199550584
pso,20,500000,1,13166.360791079169,9234.025996859906,10426.696345053286
pso,20,500000,2,499.4653454955809,421.60867456713095,338.52862330808637
pso,20,500000,3,0.4782401199368219,0.4349573331361398,0.19126148762404205
pso,20,500000,4,179.7857113889814,176.0,48.226712608001996
pso,20,500000,5,6.731156587468889,6.736482592764219,3.4603104319830025
pso,20,500000,6,48658480.74639248,939023.2403793662,134329733.8929906
pso,20,500000,7,378.85295563252316,162.583059734367,490.98461761813707
pso,20,500000,8,4449.678606415318,3990.7652677902443,3381.264042229977
pso,20,500000,9,740.2010488772984,735.6945164986955,272.29477350941835
pso,20,500000,10,0.0,0.0,0.0
pso,20,500000,11,1367.2387387655492,1694.2532912819433,913.9694144532431
pso,20,500000,12,334.477574514547,321.1440715257272,66.69725779264454
pso,20,5000000,1,10433.05238673267,7654.474896872911,7954.72315992746
pso,20,5000000,2,437.81607974964004,367.87054225911993,313.0379113621172
pso,20,5000000,3,0.49932319627262756,0.49187612994558094,0.20699636466834567
pso,20,5000000,4,165.69233502772292,164.0,39.511099387825304
pso,20,5000000,5,6.432216300506518,6.148015323072059,2.845958979437415
pso,20,5000000,6,54756297.69674036,15269412.41646218,146351356.85244754
pso,20,5000000,7,318.54930429864754,155.57866441583428,409.66507921836404
pso,20,5000000,8,4807.791473463019,4236.226911319611,3206.2748130858827
pso,20,5000000,9,775.2805776346822,741.4828948877935,283.2882317017204
pso,20,5000000,10,0.0,0.0,0.0
pso,20,5000000,11,1367.9675760298608,1694.2532912819433,914.986753008937
pso,20,5000000,12,332.23166629211033,318.00857732972236,68.25035770095955
